post_id,description,sentiment,len_description,hashtags,num_hasht,comments,likes,mentions,year,month,day,hashtags_r
2.5484613338862863e+18,"#delcolacrosse #delcolaxclub #delcolacrosseclub @havenyouthlacrosse #futureisbright the numbers were great for our first ever training with the Haven youth program!  2 sessions, 100 players k-2, <U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC><U+0001F4AA><U+0001F3FC><U+0001F440>... I would like to thank all of@the Middle school players who showed up to help!  #givingback #uslacrosse #grassroots #delco #delcopa #delcoproud",positive,348,"['#delcolacrosse', '#delcolaxclub', '#delcolacrosseclub', '#futureisbright', '#givingback', '#uslacrosse', '#grassroots', '#delco', '#delcopa', '#delcoproud']",10,0,25,2,2021,April,9,"c(#delcolacrosse', '#delcolaxclub', '#delcolacrosseclub', '#futureisbright', '#givingback', '#uslacrosse', '#grassroots', '#delco', '#delcopa', '#delcoproud)"
2.809074192565447e+18,"Happy Monday, everyone. Did you know that April is National Minority Health Month? The goal of minority health month is to bring awareness and 

""improve the health of racial and ethnic minority populations through the development of health policies and programs that will help eliminate health disparities."" as stated on the minority health website. 

If you want to know more be sure to check out the 
website. https://www.minorityhealth.hhs.gov/

#happymonday #nationalminorityhealthmonth #healthawareness #minorityhealth #mondaymotivation #leadershipdevelopment #communityorganization #empoweringothers #communityoutreach #leadershipprogram #serveothers",positive,657,"['#happymonday', '#nationalminorityhealthmonth', '#healthawareness', '#minorityhealth', '#mondaymotivation', '#leadershipdevelopment', '#communityorganization', '#empoweringothers', '#communityoutreach', '#leadershipprogram', '#serveothers']",11,0,1,0,2022,April,6,"c(#happymonday', '#nationalminorityhealthmonth', '#healthawareness', '#minorityhealth', '#mondaymotivation', '#leadershipdevelopment', '#communityorganization', '#empoweringothers', '#communityoutreach', '#leadershipprogram', '#serveothers)"
2.548484512985992e+18,"Another satisfied client just got paid today 
Dm today for more info about this.
1) we have a software money monetary system we use to increase smaller amount into larger amount.

2) how this works????? Whenever you do a transaction to our accountant I can access it on the system and multiply the amount you want to increase.
(for example) let's say you do $200 your increase amount Will be $8000 on today's COVID19 special. 60 seconds process. I charge 20% of what you received

4) It's a 100% legit and guaranteed. A same day process that only takes a minute for you to see your results. So for any reason you didn't receive your cash or you're not 100% satisfied with your first attempt doing business with my company, you'll be refunded the full amount you invested.As you can see on my page my successful customers they do the processes day by day an make Money so i Want to let you Know that you Can 100% Trust me With this. Your Money is 100% Safe , Secure and Guaranteed. I Have helped thousands of people with this all over the World. I Will Not Leave you Disappointed if anything you'll be amazed, You have My Word. You will Make your Money Today working with me and You Won't Regret this Opportunity!
.
.
.
 #itsawrap #fucktrump #fuck12 #Acab #blacklivesmatter #trumppenceoutnow #blm #protest2020 #trumprally #protest #justiceforbreonnataylor #justiceforgeorgefloyd #blmla #blmuk #blmnyc #resistance #nojusticenopeace #fuckthepolice #breonnataylor #georgefloyd
 #WalkAway  #America #American #USA #UnderGod #InGodWeTrust  #SayNoToSocialism",positive,1551,"['#itsawrap', '#fucktrump', '#fuck12', '#Acab', '#blacklivesmatter', '#trumppenceoutnow', '#blm', '#protest2020', '#trumprally', '#protest', '#justiceforbreonnataylor', '#justiceforgeorgefloyd', '#blmla', '#blmuk', '#blmnyc', '#resistance', '#nojusticenopeace', '#fuckthepolice', '#breonnataylor', '#georgefloyd', '#WalkAway', '#America', '#American', '#USA', '#UnderGod', '#InGodWeTrust', '#SayNoToSocialism']",27,0,3,0,2021,April,9,"c(#itsawrap', '#fucktrump', '#fuck12', '#Acab', '#blacklivesmatter', '#trumppenceoutnow', '#blm', '#protest2020', '#trumprally', '#protest', '#justiceforbreonnataylor', '#justiceforgeorgefloyd', '#blmla', '#blmuk', '#blmnyc', '#resistance', '#nojusticenopeace', '#fuckthepolice', '#breonnataylor', '#georgefloyd', '#WalkAway', '#America', '#American', '#USA', '#UnderGod', '#InGodWeTrust', '#SayNoToSocialism)"
2.748240370955751e+18,"Do you know exactly HOW you'll create the change in your community you want to see? How do you go from vision, to reality? 

All the great ideas you have in your mind can only become a reality in your community if you have an ACTIONABLE plan. 

What's your plan look like for this year?

Maybe you feel like the last few years of COVID set you back in what you had planned. I still believe that a strategic plan is exactly what you need to overcome those setbacks. 

I created a FREE webinar you can sign up for to learn more about how strategic planning can help you move forward this year, even if you've experienced set backs. 

Click the link in my bio to learn more and sign up. 

#nonprofits #nonprofit #communitybased #communityimpact #nonprofitorganization #strategicplanning #communityorganizaton #communityorganizations #makeadifference #bethechange",negative,859,"['#nonprofits', '#nonprofit', '#communitybased', '#communityimpact', '#nonprofitorganization', '#strategicplanning', '#communityorganizaton', '#communityorganizations', '#makeadifference', '#bethechange']",10,0,2,0,2022,April,6,"c(#nonprofits', '#nonprofit', '#communitybased', '#communityimpact', '#nonprofitorganization', '#strategicplanning', '#communityorganizaton', '#communityorganizations', '#makeadifference', '#bethechange)"
2.548425072560633e+18,"<U+0001F621>
.
.
.
.
.
.
.
.
.
.
#feminist #feministaf #feminism #lgbt  #bodypositive #patriarchy #smashthepatriarchy #downwithtrump #feministquotes #democrat  #liberal  #progressive #bisexual #gay #thefutureisfemale #blacklivesmatter  #mybodymychoice  #fuckpatriarchy  #mybodymychoice  #pictureoftheday  #protest  #revolution #rapevictim  #pictureoftheday  #rapeculture  #dresscode  #smashthepatriarchy #metoo #bookquotes #tweet",negative,418,"['#feminist', '#feministaf', '#feminism', '#lgbt', '#bodypositive', '#patriarchy', '#smashthepatriarchy', '#downwithtrump', '#feministquotes', '#democrat', '#liberal', '#progressive', '#bisexual', '#gay', '#thefutureisfemale', '#blacklivesmatter', '#mybodymychoice', '#fuckpatriarchy', '#mybodymychoice', '#pictureoftheday', '#protest', '#revolution', '#rapevictim', '#pictureoftheday', '#rapeculture', '#dresscode', '#smashthepatriarchy', '#metoo', '#bookquotes', '#tweet']",30,6,281,0,2021,April,9,"c(#feminist', '#feministaf', '#feminism', '#lgbt', '#bodypositive', '#patriarchy', '#smashthepatriarchy', '#downwithtrump', '#feministquotes', '#democrat', '#liberal', '#progressive', '#bisexual', '#gay', '#thefutureisfemale', '#blacklivesmatter', '#mybodymychoice', '#fuckpatriarchy', '#mybodymychoice', '#pictureoftheday', '#protest', '#revolution', '#rapevictim', '#pictureoftheday', '#rapeculture', '#dresscode', '#smashthepatriarchy', '#metoo', '#bookquotes', '#tweet)"
2.7991451030932767e+18,"#Repost @love.and.light.beauty_ with @make_repost
···
I’m soo excited to announce that Houston's Premier Aerial Yoga Studio @republicaerialyoga will be hosting a demo for you all to try! 

So many of you have entered the giveaways so Amanda decided to bring the class to you! 

Come by @bloomhbp on Sunday, March 27th to try aerial yoga with  the Republic Aerial Yoga crew. Remember this is a judgement free & safe place so don’t worry if you’ve never tried it, we are here to help & cheer you on! 

I’ll volunteer to go first so y’all can see how easy it is or isn’t lol <U+2665><U+FE0F>

Make sure to follow @republicaerialyoga & comment if your down to try it!

I know I am! <U+0001F64B><U+0001F3FB><U+200D><U+2640><U+FE0F>

#communityorganization 
#houstonyoga
#houstonaerial #houstonaerialyoga #thingstodoinhouston #yogacommunity #selfcare #yoga",positive,793,"['#Repost', '#communityorganization', '#houstonyoga', '#houstonaerial', '#houstonaerialyoga', '#thingstodoinhouston', '#yogacommunity', '#selfcare', '#yoga']",9,1,24,5,2022,April,6,"c(#Repost', '#communityorganization', '#houstonyoga', '#houstonaerial', '#houstonaerialyoga', '#thingstodoinhouston', '#yogacommunity', '#selfcare', '#yoga)"
2.548498616222256e+18,"Aren't you just loving the new normal
-
-
-
#capitalism #tpusa #leftism #marx #election2020 #trump #joebiden #economics #politics #activism #socialism #communism #politigram #history #meme #memes #funny #fascism #lockdown #protests #riots #georgefloyd #blm #blacklivesmatter #bernie #coronavirus #tumblr #twitter #twittermemes #policebrutality",negative,343,"['#capitalism', '#tpusa', '#leftism', '#marx', '#election2020', '#trump', '#joebiden', '#economics', '#politics', '#activism', '#socialism', '#communism', '#politigram', '#history', '#meme', '#memes', '#funny', '#fascism', '#lockdown', '#protests', '#riots', '#georgefloyd', '#blm', '#blacklivesmatter', '#bernie', '#coronavirus', '#tumblr', '#twitter', '#twittermemes', '#policebrutality']",30,0,59,0,2021,April,9,"c(#capitalism', '#tpusa', '#leftism', '#marx', '#election2020', '#trump', '#joebiden', '#economics', '#politics', '#activism', '#socialism', '#communism', '#politigram', '#history', '#meme', '#memes', '#funny', '#fascism', '#lockdown', '#protests', '#riots', '#georgefloyd', '#blm', '#blacklivesmatter', '#bernie', '#coronavirus', '#tumblr', '#twitter', '#twittermemes', '#policebrutality)"
2.534865173301035e+18,"LOVE this review of How To Change The World in the Times Literary Supplement! Can’t quite believe we’re in that, @annabel.tempest! <U+0001F440><U+0001F5DE><U+0001F389>

""...bright, lively and perfectly pitched, with cheery images...and text filled with an irrepressible sense of the possible"". <U+2728> Just WOW. <U+0001F49B><U+0001F30D> This review is everything and it’s got me smiling ear to ear! 

How To Change The World - Editor’s Choice in The Bookseller, a Primary Schools Read for Empathy book - words by me, artwork by #AnnabelTempest, edited by @emilywilsonlunn, design by @stephingstones @puffinbooksuk with PR magic from @eggnoggy91. <U+0001F4DA><U+0001F31F><U+0001F389>

So looking forward to talking about this book with lots of schools tomorrow thanks to the fabulous people at @7stories! <U+0001F3A5> <U+0001F440>

#HowToChangeTheWorld @DA_childrens @LydsSilver #WeCanChangeTheWorld #childrensbooks #childrensnonfiction #nonfictionforkids #kidsnonfiction #kidlit #kidlitart #childrensbookreview #kidsbookstagram #booksforchildren #activismforkids #changingtheworld #worldchangers #socialchange #socialjustice #socialmovements #raisingreaders #raisingleaders #rfp #readingforpleasure #primaryschools #pshe #ks1 #ks2",positive,1114,"['#AnnabelTempest', '#HowToChangeTheWorld', '#WeCanChangeTheWorld', '#childrensbooks', '#childrensnonfiction', '#nonfictionforkids', '#kidsnonfiction', '#kidlit', '#kidlitart', '#childrensbookreview', '#kidsbookstagram', '#booksforchildren', '#activismforkids', '#changingtheworld', '#worldchangers', '#socialchange', '#socialjustice', '#socialmovements', '#raisingreaders', '#raisingleaders', '#rfp', '#readingforpleasure', '#primaryschools', '#pshe', '#ks1', '#ks2']",26,11,50,8,2021,April,9,"c(#AnnabelTempest', '#HowToChangeTheWorld', '#WeCanChangeTheWorld', '#childrensbooks', '#childrensnonfiction', '#nonfictionforkids', '#kidsnonfiction', '#kidlit', '#kidlitart', '#childrensbookreview', '#kidsbookstagram', '#booksforchildren', '#activismforkids', '#changingtheworld', '#worldchangers', '#socialchange', '#socialjustice', '#socialmovements', '#raisingreaders', '#raisingleaders', '#rfp', '#readingforpleasure', '#primaryschools', '#pshe', '#ks1', '#ks2)"
2.7454163353189857e+18,"Happy Thursday and Happy New Year’s! Blessings for a Good Evening and a Great Weekend!<U+0001F64F><U+0001F3FD><U+0001F495><U+0001F495><U+0001F495>

#thatstheirproblem #dontshrink #keepgrowing #keepglowing #remaincomfortableinyourownskin #lovebeingyou #standyourground #embraceyourstrenghts #embraceyourbeauty #ownyourpower 
#trustheprocess #forwardmovement #believeit #embracewhatsnaturalforyou #nonprofits #communityorganizations #grassroots #smallbusinesses #smallbusinessowners #resourcecommunityfamilyyouth #community #family #men #women #brothers #sisters #youth",positive,512,"['#thatstheirproblem', '#dontshrink', '#keepgrowing', '#keepglowing', '#remaincomfortableinyourownskin', '#lovebeingyou', '#standyourground', '#embraceyourstrenghts', '#embraceyourbeauty', '#ownyourpower', '#trustheprocess', '#forwardmovement', '#believeit', '#embracewhatsnaturalforyou', '#nonprofits', '#communityorganizations', '#grassroots', '#smallbusinesses', '#smallbusinessowners', '#resourcecommunityfamilyyouth', '#community', '#family', '#men', '#women', '#brothers', '#sisters', '#youth']",27,0,18,0,2022,April,6,"c(#thatstheirproblem', '#dontshrink', '#keepgrowing', '#keepglowing', '#remaincomfortableinyourownskin', '#lovebeingyou', '#standyourground', '#embraceyourstrenghts', '#embraceyourbeauty', '#ownyourpower', '#trustheprocess', '#forwardmovement', '#believeit', '#embracewhatsnaturalforyou', '#nonprofits', '#communityorganizations', '#grassroots', '#smallbusinesses', '#smallbusinessowners', '#resourcecommunityfamilyyouth', '#community', '#family', '#men', '#women', '#brothers', '#sisters', '#youth)"
2.810520144561588e+18,"Getting ready for my 6th Lunch & Learn Workshop with Independence Blue Cross <U+0001F64C><U+0001F3FE>.
.
.
May calendar is open! If your school or organization is looking to add Parent Workshops to the calendar let me know! I cover a variety of topics in a way that empowers Parents with knowledge and encouragement! 

#thebehaviorist #behaviormodification #mentalhealth #behavioralhealth #behaviorhealth #behavior #parenting #parentinghelp #aba #behavioraltherapist #communityorganization #blackgirlmagic #blackownedbusiness #consulting #womanownedbusiness #blacktherapy #blacktherapists #philly

#thebehavioralwealthproject #thebehaviorist #behavior #parents #parenthood #behavioralhealth #behaviormodification #mentalhealth #mentalhealthawareness #phillytherapy #behaviortherapist #blackownedbusiness #womanownedbusiness #blackgirlmagic",positive,817,"['#thebehaviorist', '#behaviormodification', '#mentalhealth', '#behavioralhealth', '#behaviorhealth', '#behavior', '#parenting', '#parentinghelp', '#aba', '#behavioraltherapist', '#communityorganization', '#blackgirlmagic', '#blackownedbusiness', '#consulting', '#womanownedbusiness', '#blacktherapy', '#blacktherapists', '#philly', '#thebehavioralwealthproject', '#thebehaviorist', '#behavior', '#parents', '#parenthood', '#behavioralhealth', '#behaviormodification', '#mentalhealth', '#mentalhealthawareness', '#phillytherapy', '#behaviortherapist', '#blackownedbusiness', '#womanownedbusiness', '#blackgirlmagic']",32,11,8,0,2022,April,6,"c(#thebehaviorist', '#behaviormodification', '#mentalhealth', '#behavioralhealth', '#behaviorhealth', '#behavior', '#parenting', '#parentinghelp', '#aba', '#behavioraltherapist', '#communityorganization', '#blackgirlmagic', '#blackownedbusiness', '#consulting', '#womanownedbusiness', '#blacktherapy', '#blacktherapists', '#philly', '#thebehavioralwealthproject', '#thebehaviorist', '#behavior', '#parents', '#parenthood', '#behavioralhealth', '#behaviormodification', '#mentalhealth', '#mentalhealthawareness', '#phillytherapy', '#behaviortherapist', '#blackownedbusiness', '#womanownedbusiness', '#blackgirlmagic)"
2.7434953861706834e+18,"Let's invest in young girls. Let's support girls period.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#projectsomesha#projectsomeshaconversation#invest #investing #investment #investnow #investinherfuture#organizations #nonprofitorganizations #organizationsolutions #internationalorganizations #communityorganizations #organizationsupport#hygiene #hygieneproducts #hygieneroutine #hygieneisimportant",positive,386,"['#projectsomesha', '#projectsomeshaconversation', '#invest', '#investing', '#investment', '#investnow', '#investinherfuture', '#organizations', '#nonprofitorganizations', '#organizationsolutions', '#internationalorganizations', '#communityorganizations', '#organizationsupport', '#hygiene', '#hygieneproducts', '#hygieneroutine', '#hygieneisimportant']",17,0,21,0,2022,April,6,"c(#projectsomesha', '#projectsomeshaconversation', '#invest', '#investing', '#investment', '#investnow', '#investinherfuture', '#organizations', '#nonprofitorganizations', '#organizationsolutions', '#internationalorganizations', '#communityorganizations', '#organizationsupport', '#hygiene', '#hygieneproducts', '#hygieneroutine', '#hygieneisimportant)"
2.5481078658037903e+18,First day back in over a year...#IT #updates #files #cabinets #signatures #protests #awards #funding #documents #the #pandemic #teleworking,neutral,139,"['#IT', '#updates', '#files', '#cabinets', '#signatures', '#protests', '#awards', '#funding', '#documents', '#the', '#pandemic', '#teleworking']",12,0,8,0,2021,April,9,"c(#IT', '#updates', '#files', '#cabinets', '#signatures', '#protests', '#awards', '#funding', '#documents', '#the', '#pandemic', '#teleworking)"
2.5484809663659556e+18,"Coming soon! “Marching Across Your Lawn, The Grass is on Fire”, a solo exhibition, at Amos Eno Gallery. Brooklyn, NY. Reception 4/23, Zoom & in person. More details to come. .
.
.
#watercolor #watercolorpainting #figurativeart #figurativeart #figurativepainting #figurativeartist #womenartist #womanartist #latinaartist #latinxartist #contemporaryartist #artlovers #artcollectors #artcurators #brooklyn #bushwick #bushwickart #bushwickgallery #bushwickbrooklyn #bushwickart #nyc #nycgallery #socialjustice #protest #instawatercolor #instafigurative @womensmarch @womenscaucusforart @womeninthearts #womensupportingwomen #womenempowerment #riseup",neutral,645,"['#watercolor', '#watercolorpainting', '#figurativeart', '#figurativeart', '#figurativepainting', '#figurativeartist', '#womenartist', '#womanartist', '#latinaartist', '#latinxartist', '#contemporaryartist', '#artlovers', '#artcollectors', '#artcurators', '#brooklyn', '#bushwick', '#bushwickart', '#bushwickgallery', '#bushwickbrooklyn', '#bushwickart', '#nyc', '#nycgallery', '#socialjustice', '#protest', '#instawatercolor', '#instafigurative', '#womensupportingwomen', '#womenempowerment', '#riseup']",29,2,18,3,2021,April,9,"c(#watercolor', '#watercolorpainting', '#figurativeart', '#figurativeart', '#figurativepainting', '#figurativeartist', '#womenartist', '#womanartist', '#latinaartist', '#latinxartist', '#contemporaryartist', '#artlovers', '#artcollectors', '#artcurators', '#brooklyn', '#bushwick', '#bushwickart', '#bushwickgallery', '#bushwickbrooklyn', '#bushwickart', '#nyc', '#nycgallery', '#socialjustice', '#protest', '#instawatercolor', '#instafigurative', '#womensupportingwomen', '#womenempowerment', '#riseup)"
2.809424360269432e+18,"Go follow @cllctivly a great #communityorganization program that educate and assist the youth on #entrepreneurship #socialnetwork and #narrativepower more!!!!! 
It’s all about helping our #youth 
#MakingABetterCommunity
Shirt @cllctivly 
Bracelet @ajncreate 
@power410radio 
<U+0001F4F8> @jazzystudios",positive,290,"['#communityorganization', '#entrepreneurship', '#socialnetwork', '#narrativepower', '#youth', '#MakingABetterCommunity']",6,2,36,5,2022,April,6,"c(#communityorganization', '#entrepreneurship', '#socialnetwork', '#narrativepower', '#youth', '#MakingABetterCommunity)"
