post_id,description,sentiment,len_description,hashtags,num_hasht,comments,likes,mentions,year,month,day,hashtags_r
2.8054373766727035e+18,"<U+0001F64C><U+0001F3FE> It’s official. We finally have a federal anti-lynching law on the books. And we celebrate while continuing the fight for justice, which includes removing the #filibuster so we can protect our #votingrights!

It took 122 years for this to come to fruition, having been blocked by those who used the filibuster to stop it, just as they did to obstruct critical voting rights legislation last year.

<U+0001F6D1> This isn’t a game. The time is now to end the filibuster. The time is now to secure voting access and rights.",positive,511,"['#filibuster', '#votingrights']",2,0,7,0,2022,April,6,"c(#filibuster', '#votingrights)"
2.806992976204821e+18,"Mr. Smith Goes to Washington is Frank Capra's 1939 political-comedy drama about a new senator who fights political corruption and begins a 25 hour filibuster.  It launched Jimmy Stewart's career, won the Academy award for Best Original Story and is regarded as one of the greatest films of all time. #mrsmithgoestowashington #frankcapra #jamesstewart #jimmystewart #clauderains #harrycarry #politicaldrama #filibuster #academyawardwinner",positive,437,"['#mrsmithgoestowashington', '#frankcapra', '#jamesstewart', '#jimmystewart', '#clauderains', '#harrycarry', '#politicaldrama', '#filibuster', '#academyawardwinner']",9,0,27,0,2022,April,6,"c(#mrsmithgoestowashington', '#frankcapra', '#jamesstewart', '#jimmystewart', '#clauderains', '#harrycarry', '#politicaldrama', '#filibuster', '#academyawardwinner)"
2.548385517118776e+18,"Meet the Speakers

MJ Stowe is the Programme Coordinator at the South African Network of People Who Use Drugs (SANPUD) and a Researcher in the Department of Family Medicine at the University of Pretoria, South Africa. He is also an International Working Group Member at YouthRISE. MJ's Current work includes i) behaviour change among PWUD/ID associated with the operalization of needle and syringe services; ii) drug checking/substance analyses in festival and community settings; iii) mortality and morbidities associated with injecting drug use among PWID; iv) social justice and racial inclusivity in harm reduction and drug policy reform in South Africa; v) increasing community-based access to naloxone and developing overdose prevention programmes; and vi) including drug sellers in harm reduction services.

Link to online side event and watchparty in Linktree.

#CND64 #SSDPInternational #SSDP #StudentsForSensibleDrugPolicy #DrugPolicy #DrugPolicyReform #WarOnDrugs #TheWarOnDrugsIsAWarOnUs #StartMakingSense #LegalizePeopleWhoUseDrugs #HarmReduction #Decriminalize #JustSayKnow #Youth #YoungPeople #Students #Global #International #HumanRights #Grassroots #Nonprofit",positive,1176,"['#CND64', '#SSDPInternational', '#SSDP', '#StudentsForSensibleDrugPolicy', '#DrugPolicy', '#DrugPolicyReform', '#WarOnDrugs', '#TheWarOnDrugsIsAWarOnUs', '#StartMakingSense', '#LegalizePeopleWhoUseDrugs', '#HarmReduction', '#Decriminalize', '#JustSayKnow', '#Youth', '#YoungPeople', '#Students', '#Global', '#International', '#HumanRights', '#Grassroots', '#Nonprofit']",21,0,7,0,2021,April,9,"c(#CND64', '#SSDPInternational', '#SSDP', '#StudentsForSensibleDrugPolicy', '#DrugPolicy', '#DrugPolicyReform', '#WarOnDrugs', '#TheWarOnDrugsIsAWarOnUs', '#StartMakingSense', '#LegalizePeopleWhoUseDrugs', '#HarmReduction', '#Decriminalize', '#JustSayKnow', '#Youth', '#YoungPeople', '#Students', '#Global', '#International', '#HumanRights', '#Grassroots', '#Nonprofit)"
2.5481434664586737e+18,"<U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>
.
.
.
#oneruleforthem #wearebeingliedto #wearebeingplayed #wearebeingcensored #wearebeingpoisoned #stopnewnormal #stopcomplying #stopthenewworldorder #saynotoryranny #stopthedictatorship #standupx #standup #protests #plandemic #scamdemic2020 #corrupt #corruptgovernment #corruption #april24  #april24th #makeastand #warriorsunite",negative,345,"['#oneruleforthem', '#wearebeingliedto', '#wearebeingplayed', '#wearebeingcensored', '#wearebeingpoisoned', '#stopnewnormal', '#stopcomplying', '#stopthenewworldorder', '#saynotoryranny', '#stopthedictatorship', '#standupx', '#standup', '#protests', '#plandemic', '#scamdemic2020', '#corrupt', '#corruptgovernment', '#corruption', '#april24', '#april24th', '#makeastand', '#warriorsunite']",22,1,19,0,2021,April,9,"c(#oneruleforthem', '#wearebeingliedto', '#wearebeingplayed', '#wearebeingcensored', '#wearebeingpoisoned', '#stopnewnormal', '#stopcomplying', '#stopthenewworldorder', '#saynotoryranny', '#stopthedictatorship', '#standupx', '#standup', '#protests', '#plandemic', '#scamdemic2020', '#corrupt', '#corruptgovernment', '#corruption', '#april24', '#april24th', '#makeastand', '#warriorsunite)"
2.548472865536292e+18,"It’s always a good start to the weekend with a few cakes, pies, and a couple batches of the ever-popular s’mores brownies out the door <U+2728>
.
Just a heads up for Custom Orders: They will be slowing down over the next few weeks as I transition into an exciting new job! If you’d like to place a custom order, your best bet is to DM soon to get on the limited calendar <U+0001F4C6>
.
.
#bakesbyariel #feedfeed #thebakefeed #f52grams #f52community #kingarthurbaking #howiholiday #foodandwine #homebaker #seattlebaker #pie #nosoggybottoms #flakyaf #pielove #pastrylove #layercake #frosting #piesandtarts #buylocal #farmersmarket #bakersofinstagram #bakersagainstracism #pieitforward #brownsugar #smbc #smoresbrownies #smores #mutualaid #massvaccination #getvaccinated",positive,749,"['#bakesbyariel', '#feedfeed', '#thebakefeed', '#f52grams', '#f52community', '#kingarthurbaking', '#howiholiday', '#foodandwine', '#homebaker', '#seattlebaker', '#pie', '#nosoggybottoms', '#flakyaf', '#pielove', '#pastrylove', '#layercake', '#frosting', '#piesandtarts', '#buylocal', '#farmersmarket', '#bakersofinstagram', '#bakersagainstracism', '#pieitforward', '#brownsugar', '#smbc', '#smoresbrownies', '#smores', '#mutualaid', '#massvaccination', '#getvaccinated']",30,1,18,0,2021,April,9,"c(#bakesbyariel', '#feedfeed', '#thebakefeed', '#f52grams', '#f52community', '#kingarthurbaking', '#howiholiday', '#foodandwine', '#homebaker', '#seattlebaker', '#pie', '#nosoggybottoms', '#flakyaf', '#pielove', '#pastrylove', '#layercake', '#frosting', '#piesandtarts', '#buylocal', '#farmersmarket', '#bakersofinstagram', '#bakersagainstracism', '#pieitforward', '#brownsugar', '#smbc', '#smoresbrownies', '#smores', '#mutualaid', '#massvaccination', '#getvaccinated)"
2.79431538207826e+18,New nft (0.045 ETH) #eft #nft #awesome #obama #love #war #ricin #walt #amongus #etfs #commodities #trains #railway #minecart #train #move #government #involved #peace #nomorewar #filibuster #rad #championsleague #mets #obama,neutral,224,"['#eft', '#nft', '#awesome', '#obama', '#love', '#war', '#ricin', '#walt', '#amongus', '#etfs', '#commodities', '#trains', '#railway', '#minecart', '#train', '#move', '#government', '#involved', '#peace', '#nomorewar', '#filibuster', '#rad', '#championsleague', '#mets', '#obama']",25,4,10,0,2022,April,6,"c(#eft', '#nft', '#awesome', '#obama', '#love', '#war', '#ricin', '#walt', '#amongus', '#etfs', '#commodities', '#trains', '#railway', '#minecart', '#train', '#move', '#government', '#involved', '#peace', '#nomorewar', '#filibuster', '#rad', '#championsleague', '#mets', '#obama)"
2.548379852778446e+18,"""What's happening in Yemen is the worst humanitarian crisis on the planet. 16 million people—over half of the country's population—are going hungry.""-@repmarkpocan

#MarkPocan #Yemen #YemenCantWait #BernieSanders #MedicareForAll #FightFor15 #RaiseTheWage #OrganizeToWin #NotMeUs #OurRevolution #GoodJobsForAll #Justice #Healthcare #GunControl #GunReformNow #GunControlNow #GunReform #BackgroundChecks #BackgroundChecksNow #HR8 #Politics #uspolitics #Progressive #Filibuster #AbolishFilibusterNow #AbolishFilibuster #EndFilibuster #EnoughIsEnough #Senate #10votes",negative,562,"['#MarkPocan', '#Yemen', '#YemenCantWait', '#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes']",30,0,11,1,2021,April,9,"c(#MarkPocan', '#Yemen', '#YemenCantWait', '#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes)"
2.802014978070988e+18,"JOIN US! ALLEY CLEAN UP on April 16th from 9AM-12PM! 
•
PLEASE LET US KNOW IN THE DM’S IF YOU ARE INTERESTED TO VOLUNTEER! 
•
#winwithfit #winwithfitfam #communityworkout
#cityofphoenix #diversity #eachoneteachone
#communitydevelopment #fitnessfreak #socialjustice
#communityorganization #arizona #judicialservices
#fitnesslifestyle #fitcoach #groupfitness
#socialenterprise #community #bridgethegap
#arizonacardinals #charities #nike #adidas
#phoenixsuns #neighborhoodcleanup #united",neutral,484,"['#winwithfit', '#winwithfitfam', '#communityworkout', '#cityofphoenix', '#diversity', '#eachoneteachone', '#communitydevelopment', '#fitnessfreak', '#socialjustice', '#communityorganization', '#arizona', '#judicialservices', '#fitnesslifestyle', '#fitcoach', '#groupfitness', '#socialenterprise', '#community', '#bridgethegap', '#arizonacardinals', '#charities', '#nike', '#adidas', '#phoenixsuns', '#neighborhoodcleanup', '#united']",25,5,41,0,2022,April,6,"c(#winwithfit', '#winwithfitfam', '#communityworkout', '#cityofphoenix', '#diversity', '#eachoneteachone', '#communitydevelopment', '#fitnessfreak', '#socialjustice', '#communityorganization', '#arizona', '#judicialservices', '#fitnesslifestyle', '#fitcoach', '#groupfitness', '#socialenterprise', '#community', '#bridgethegap', '#arizonacardinals', '#charities', '#nike', '#adidas', '#phoenixsuns', '#neighborhoodcleanup', '#united)"
2.5485458371669366e+18,"#ballschusstechnik 
#kleinfeldhelden
#tekkers 
#lastgoalwins #soccer #footballvideos #lovefootball #footballlove#grassroots
#vaporelite #footballtraining
#freekicks#soccertraining#soccerlife#mercurialelite #soccerworld @falkesport #footballskills#futebol#nikemercurialvapor#cleats  #soccerskills#futbol @derbystar @nikefootball @hummelsport #soccerdrills#nikemercurial #footballdrills #derbystar",positive,395,"['#ballschusstechnik', '#kleinfeldhelden', '#tekkers', '#lastgoalwins', '#soccer', '#footballvideos', '#lovefootball', '#footballlove', '#grassroots', '#vaporelite', '#footballtraining', '#freekicks', '#soccertraining', '#soccerlife', '#mercurialelite', '#soccerworld', '#footballskills', '#futebol', '#nikemercurialvapor', '#cleats', '#soccerskills', '#futbol', '#soccerdrills', '#nikemercurial', '#footballdrills', '#derbystar']",26,2,23,4,2021,April,9,"c(#ballschusstechnik', '#kleinfeldhelden', '#tekkers', '#lastgoalwins', '#soccer', '#footballvideos', '#lovefootball', '#footballlove', '#grassroots', '#vaporelite', '#footballtraining', '#freekicks', '#soccertraining', '#soccerlife', '#mercurialelite', '#soccerworld', '#footballskills', '#futebol', '#nikemercurialvapor', '#cleats', '#soccerskills', '#futbol', '#soccerdrills', '#nikemercurial', '#footballdrills', '#derbystar)"
2.80113729526034e+18,"Working on what you are trying to achieve is not easy. It takes hard work, dedication, and oftentimes the willpower to get back up if you fall. No matter what is thrown at you, keep pushing yourself towards that next step. 

#socialimpact #nonprofits  #nonprofitorganizations  #leadershipdevelopment #communityorganization #empoweringothers #leadershipprogram #serveothers #thursdaythoughts #motivationalquote #keepmovingforward",positive,428,"['#socialimpact', '#nonprofits', '#nonprofitorganizations', '#leadershipdevelopment', '#communityorganization', '#empoweringothers', '#leadershipprogram', '#serveothers', '#thursdaythoughts', '#motivationalquote', '#keepmovingforward']",11,0,2,0,2022,April,6,"c(#socialimpact', '#nonprofits', '#nonprofitorganizations', '#leadershipdevelopment', '#communityorganization', '#empoweringothers', '#leadershipprogram', '#serveothers', '#thursdaythoughts', '#motivationalquote', '#keepmovingforward)"
2.8020168015770726e+18,Finally spring! #cherryblossom,positive,30,['#cherryblossom'],1,3,47,0,2022,April,6,c(#cherryblossom)
2.803160757775536e+18,"President Joe Biden, standing with Polish Prime Minister Mateusz Morawiecki, holds a child during his visit with Ukrainian refugees at the PGE National Stadium in Warsaw, Poland, @reuters 

#Ukraine #Russia #UkraineUnderAttack #UkraineRussia #president #vp #joebiden #StandWithUkriane #kamalaharris #nancypelosi #chuckschumer #filibuster #votevets #DNC  #poland #refugees #Mateusz #Morawiecki #MateuszMorawiecki",neutral,411,"['#Ukraine', '#Russia', '#UkraineUnderAttack', '#UkraineRussia', '#president', '#vp', '#joebiden', '#StandWithUkriane', '#kamalaharris', '#nancypelosi', '#chuckschumer', '#filibuster', '#votevets', '#DNC', '#poland', '#refugees', '#Mateusz', '#Morawiecki', '#MateuszMorawiecki']",19,0,15,1,2022,April,6,"c(#Ukraine', '#Russia', '#UkraineUnderAttack', '#UkraineRussia', '#president', '#vp', '#joebiden', '#StandWithUkriane', '#kamalaharris', '#nancypelosi', '#chuckschumer', '#filibuster', '#votevets', '#DNC', '#poland', '#refugees', '#Mateusz', '#Morawiecki', '#MateuszMorawiecki)"
2.548336161770446e+18,"Thanks @wattiecheung from coming along to @rungarscube training night to take amazing snaps for Daily Mail grassroots sports special <U+0001F499>

Posted @withregram • @wattiecheung Running at grassroots level started back recently with the young runners the Garscube Harriers @rungarscube back training on the Glasgow streets . The young boys and girls were unable to do any training because of the lockdown rules due to the pandemic but are now back in full flow ......
#garscubeharriers #running #runners #athletics #roadrunning #training #grassroots #covid_19 #lockdown #pandemic #glasgow #scotland #freelancephotography #pressphotographer  #newsphotographer #editorialphotographer #editorialphotography #nikon #d6 Pictures© Wattie Cheung",positive,731,"['#garscubeharriers', '#running', '#runners', '#athletics', '#roadrunning', '#training', '#grassroots', '#covid_19', '#lockdown', '#pandemic', '#glasgow', '#scotland', '#freelancephotography', '#pressphotographer', '#newsphotographer', '#editorialphotographer', '#editorialphotography', '#nikon', '#d6']",19,5,77,5,2021,April,9,"c(#garscubeharriers', '#running', '#runners', '#athletics', '#roadrunning', '#training', '#grassroots', '#covid_19', '#lockdown', '#pandemic', '#glasgow', '#scotland', '#freelancephotography', '#pressphotographer', '#newsphotographer', '#editorialphotographer', '#editorialphotography', '#nikon', '#d6)"
2.809043604876246e+18,"Did you know that April is National Volunteer Month? Thank you to all of the volunteers out there! We appreciate all that you do <U+0001F49C>
.
.
.
#STLNonprofit #StLouisNonprofit #stlnonprofits #StLouisEducation #STLEducation #stlserves #volunteers #nationalvolunteermonth #mondaymotivation #inspirationalquote #communityneeds #buildingabettercommunity #funmeals #foodassistance #enrichingcommunities #youthservices #communityaction #enrichmentprogram #communityorganization #mobilemarket #getsupport #4charity #communityimpact #neighborshelpingneighbors #takingaction #fooddistribution #socialimpact #doinggood",positive,601,"['#STLNonprofit', '#StLouisNonprofit', '#stlnonprofits', '#StLouisEducation', '#STLEducation', '#stlserves', '#volunteers', '#nationalvolunteermonth', '#mondaymotivation', '#inspirationalquote', '#communityneeds', '#buildingabettercommunity', '#funmeals', '#foodassistance', '#enrichingcommunities', '#youthservices', '#communityaction', '#enrichmentprogram', '#communityorganization', '#mobilemarket', '#getsupport', '#4charity', '#communityimpact', '#neighborshelpingneighbors', '#takingaction', '#fooddistribution', '#socialimpact', '#doinggood']",28,0,7,0,2022,April,6,"c(#STLNonprofit', '#StLouisNonprofit', '#stlnonprofits', '#StLouisEducation', '#STLEducation', '#stlserves', '#volunteers', '#nationalvolunteermonth', '#mondaymotivation', '#inspirationalquote', '#communityneeds', '#buildingabettercommunity', '#funmeals', '#foodassistance', '#enrichingcommunities', '#youthservices', '#communityaction', '#enrichmentprogram', '#communityorganization', '#mobilemarket', '#getsupport', '#4charity', '#communityimpact', '#neighborshelpingneighbors', '#takingaction', '#fooddistribution', '#socialimpact', '#doinggood)"
