post_id,description,sentiment,len_description,hashtags,num_hasht,comments,likes,mentions,year,month,day,hashtags_r
2548196807628913664,The filibuster has made national news in recent days. It’s a controversial tool tied to a long history of oppression of women and communities of color. It’s important to acknowledge this history and make essential reform. Progress should never be stalled. #filibuster #lwvfairlawn,positive,280,"['#filibuster', '#lwvfairlawn']",2,0,6,0,2021,April,9,"c(#filibuster', '#lwvfairlawn)"
2548186715648355328,"Most Americans probably don't know a lot about a rule in the U.S. Senate known as the ""filibuster,"" but they should. Why? As was made painfully clear during FRC's Pray Vote Stand broadcast last night, the filibuster is the only thing standing in the way of America ceasing to be the free country that we know and love due to the disturbing policies that the extreme Left wants to force through the Senate and impose on all Americans without compromise.<U+2060>
<U+2060>
In a country that is politically split down the middle, collaboration and dialogue is what we need more of, not less of. Even so, more and more politicians on the Left are hypocritically calling for an end to the filibuster now that they have the slimmest possible majority in the Senate, even though the Left has been using the filibuster to their advantage for over 200 years whenever they weren't in the majority.<U+2060>
<U+2060>
It used to be that the Senate required an even higher bar to pass legislation—a two-thirds majority to end debate, instead of the 60 votes they changed it to in 1975. Now, instead of working to find middle ground, Democrats want to blow up the entire system and let a simple majority rule. But that's not what the founders intended. They wanted conversation, give-and-take, and cooperation. And if unity is what Joe Biden's party actually wants, then silencing the minority party is hardly the best way to go about it.<U+2060>
<U+2060>
Wednesday, one of the moderate Democrats holding the line on the filibuster, Senator Kyrsten Sinema (D-Ariz.) told the Wall Street Journal, ""When you have a place that's broken and not working, and many would say that's the Senate today, I don't think the solution is to erode the rules. I think the solution is for senators to change their behavior and begin to work together, which is what the country wants us to do.""<U+2060>
<U+2060>
Continue reading at the link in bio.<U+2060>
<U+2060>
#PrayVoteStand #Senate #filibuster #pray #vote #standfirm #FRC #FamilyResearchCouncil",negative,1947,"['#PrayVoteStand', '#Senate', '#filibuster', '#pray', '#vote', '#standfirm', '#FRC', '#FamilyResearchCouncil']",8,6,809,0,2021,April,9,"c(#PrayVoteStand', '#Senate', '#filibuster', '#pray', '#vote', '#standfirm', '#FRC', '#FamilyResearchCouncil)"
2548144186068957184,"<U+0001F4E2>Nina Turner Hopes to Bring Radical Change to Ohio.

<U+2714><U+FE0F>The ""daughter of Cleveland"" and former Bernie Sanders surrogate is running for Congress on a platform that includes a $15 minimum wage, recurring stimulus checks and free public college.
Former Ohio State Sen. @ninaturnerohio calls into a virtual fundraiser February 24, hosted by @ourrevolution, the grassroots political advocacy group that used to call Turner its president. The event is one of dozens as her run for Congress ramps up in Ohio's 11th Congressional District, around Cleveland and Akron.

<U+0001F4CD>Common Dreams

https://www.commondreams.org/views/2021/04/02/nina-turner-hopes-bring-radical-change-ohio

#NinaTurner #Ohio #BernieSanders #MedicareForAll #FightFor15 #RaiseTheWage #OrganizeToWin #NotMeUs #OurRevolution #GoodJobsForAll #Justice #Healthcare #GunControl #GunReformNow #GunControlNow #GunReform #BackgroundChecks #BackgroundChecksNow #HR8 #Politics #uspolitics #Progressive #Filibuster #AbolishFilibusterNow #AbolishFilibuster #EndFilibuster #EnoughIsEnough #Senate #10votes",neutral,1049,"['#NinaTurner', '#Ohio', '#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes']",29,0,18,2,2021,April,9,"c(#NinaTurner', '#Ohio', '#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes)"
2548115094198708736,So what even is the #ForThePeopleAct ? And why should we care? Scroll through to learn why this moment in history is so vital for our democracy! #HR1 #S1 #filibuster #democracyreform #youthpower #senatorsinema,neutral,209,"['#ForThePeopleAct', '#HR1', '#S1', '#filibuster', '#democracyreform', '#youthpower', '#senatorsinema']",7,0,12,0,2021,April,9,"c(#ForThePeopleAct', '#HR1', '#S1', '#filibuster', '#democracyreform', '#youthpower', '#senatorsinema)"
2548051143158752256,"#Repost @sarah.epperson
...
<U+0001F6A8>FIGHT FOR TRANS YOUTH: URGENT ACTION NEEDED TO STOP ANTI-TRANS BILLS & PROTECT TRANS YOUTH <U+0001F6A8>
<U+2800><U+2800><U+2800><U+2800>
“There are so many anti-trans votes happening this week. More anti-trans bills could pass this week than in the previous 5 years combined. I know we are tired but this is a really critical time to be loud. Pay attention to Arkansas, WV, FL, MO, MT, ND. All moving NOW.
<U+2800><U+2800><U+2800><U+2800>
URGENT: Call on @WVGovernor to VETO HB3293 (304) 558-2000 & Sign @ACLUWV petition (link in their bio)
<U+2800><U+2800><U+2800><U+2800>
“Trans youth everywhere: know that we love you & will fight for you every single day.” - @ChaseStrangio Deputy Director for #Transgender Justice & Lawyer @ACLU_nationwide Follow  for breaking info & urgent action items.
<U+2800><U+2800><U+2800><U+2800>
“Anti-trans bills serve to endanger trans lives, even if they don’t become law. Supporting trans youth & providing access to affirming health care saves lives.”  @ACLU_Nationwide is tracking “Legislation Affecting LGBT Rights”: bit.ly/ACLUantiLGBT
Find your local #ACLU chapter to fight anti-trans legislation in your state: ACLU.org/Affiliates 
#ProtectTransKid - Reach out to your friends & families in states with quickly advancing #AntiTransBills & tell them to contact their state reps & Governor to stop these bills.
<U+2800><U+2800><U+2800><U+2800>
@PinkMantaray created a resource to help fight against impending #AntiTrans legislation & contact officials: PinkMantaray.com/TransBills
<U+2800><U+2800><U+2800><U+2800>
“Keep donating to trans-led organizations as well since we will need to be getting support directly to #trans people in these states. @TransHusticeFP has an amazing list of trans-led orgs you can choose from & always donate to TJFP too!” - @ChaseStrangio
<U+2800><U+2800><U+2800><U+2800>
<U+260E><U+FE0F> EMERGENCY LIFELINES:
@TransLifeLine 877-565-8860<U+2063><U+2063>
@TrevorProject 866-488-7386
<U+2800><U+2800><U+2800><U+2800>
Contact your Senators & insist they get rid of the #Filibuster & pass the #EqualityAct
<U+260E><U+FE0F> 202-224-3121
<U+0001F4BB> House.gov/representatives",negative,1880,"['#Repost', '#Transgender', '#ACLU', '#ProtectTransKid', '#AntiTransBills', '#AntiTrans', '#trans', '#Filibuster', '#EqualityAct']",9,0,31,11,2021,April,9,"c(#Repost', '#Transgender', '#ACLU', '#ProtectTransKid', '#AntiTransBills', '#AntiTrans', '#trans', '#Filibuster', '#EqualityAct)"
2548045329554701312,"#MoscowMitch McConnell made it very clear that there will be no bipartisanship in the Senate. So stop with the specious arguments.

Opinion: Joe Manchin: I will not vote to eliminate or weaken the filibuster.
https://www.washingtonpost.com/opinions/joe-manchin-filibuster-vote/2021/04/07/cdbd53c6-97da-11eb-a6d0-13d207aadb78_story.html?outputType=amp

Voter: We Will Not Vote For Anyone Who Will Not Protect Voting Rights

#JoeManchin
@Sen_JoeManchin
#Filibuster
#Bipartisanship
#VotingRights
#Infrastructure
#VoterSuppression
#JohnLewis
#GoodTrouble
#PresidentBiden
#VoteBlue 
#VoteBlue2020",negative,591,"['#MoscowMitch', '#JoeManchin', '#Filibuster', '#Bipartisanship', '#VotingRights', '#Infrastructure', '#VoterSuppression', '#JohnLewis', '#GoodTrouble', '#PresidentBiden', '#VoteBlue', '#VoteBlue2020']",12,0,3,1,2021,April,9,"c(#MoscowMitch', '#JoeManchin', '#Filibuster', '#Bipartisanship', '#VotingRights', '#Infrastructure', '#VoterSuppression', '#JohnLewis', '#GoodTrouble', '#PresidentBiden', '#VoteBlue', '#VoteBlue2020)"
2548023887567693824,Just so you know....#filibuster #republican #racism,negative,51,"['#filibuster', '#republican', '#racism']",3,3,42,0,2021,April,9,"c(#filibuster', '#republican', '#racism)"
2547937453674564608,"So, @joemanchin thinks that #votingrights are fringe stuff? He thinks that #guncontrol is not worth fighting for? Taking risks for? Your job is not worth people dying. Yours isn't either btw, @senatorsinema 
Senators, you are supposed to serve The People of #westvirginia and #arizona
Your constituents, just like 56% of Americans throughout the country. 
66% of #democrats want #gunlaws 
How many #votes will you two get when you get primaried? 

You're not moderates. You want to keep #jimcrow #filibuster! Don't call yourself what you're not. You two are no better than the #racists in congress. Prove me wrong! Do what's tight! 

At least #gop don't even pretend anymore. #votersuppressionlaws are atrocious? I am appalled by the two of you not stepping up and not taking action now on all the issues which can be fixed. I will call you two out every time people die. You two will be pulling the trigger each and every time, #senators.

Likely weekly or more. You are a disgrace to this glorious country I chose! What you're leaning towards is a lost cause. #gop who kissed trump's behind for four years can't get a job in the private sector now. At least you two could if you lost to #democrats who want to #killfilibuster! For now, you could. Or you could do the right thing, and be remembered as heroes, and #killfilibustenow. What will your #legacy be?

Families in your respective States, have children. They want them to be safe in school, at the movies! #children will be going back to #school. #covid_19 will be defeated. But how do you expect a 6-year-old #child to survive an attack with an #ar15? You couldn't do it before in a bi-partisan way, you never will because of what #republicans have become. Are you two as morally bankrupt as they are? I feel sorry for you. 
#millennials #genz #vote #westvirginians #arizonians #assaultweapons #assaultweaponsbans",negative,1873,"['#votingrights', '#guncontrol', '#westvirginia', '#arizona', '#democrats', '#gunlaws', '#votes', '#jimcrow', '#filibuster', '#racists', '#gop', '#votersuppressionlaws', '#senators', '#gop', '#democrats', '#killfilibuster', '#killfilibustenow', '#legacy', '#children', '#school', '#covid_19', '#child', '#ar15', '#republicans', '#millennials', '#genz', '#vote', '#westvirginians', '#arizonians', '#assaultweapons', '#assaultweaponsbans']",31,7,529,2,2021,April,9,"c(#votingrights', '#guncontrol', '#westvirginia', '#arizona', '#democrats', '#gunlaws', '#votes', '#jimcrow', '#filibuster', '#racists', '#gop', '#votersuppressionlaws', '#senators', '#gop', '#democrats', '#killfilibuster', '#killfilibustenow', '#legacy', '#children', '#school', '#covid_19', '#child', '#ar15', '#republicans', '#millennials', '#genz', '#vote', '#westvirginians', '#arizonians', '#assaultweapons', '#assaultweaponsbans)"
2547679816586802688,"The #filibuster has made national news several times in recent days, yet its significance can be hard to grasp. It’s one of our most controversial tools, tied to a long history of oppression for women and communities of color. 

It’s important to fully acknowledge this history and make essential reforms so that we can move forward on the actions that matter most, instead of remaining stuck in the past and/or in partisan deadlock. Progress should never be stalled. 

#Repost @leagueofwomenvoters",negative,498,"['#filibuster', '#Repost']",2,0,10,1,2021,April,9,"c(#filibuster', '#Repost)"
2547618226880558080,#TheseAreTheDaysOfOurLives #BryanTexasShooting #GunControl #MichiganVirusSurge #JoeManchin #Filibuster,negative,102,"['#TheseAreTheDaysOfOurLives', '#BryanTexasShooting', '#GunControl', '#MichiganVirusSurge', '#JoeManchin', '#Filibuster']",6,2,159,0,2021,April,9,"c(#TheseAreTheDaysOfOurLives', '#BryanTexasShooting', '#GunControl', '#MichiganVirusSurge', '#JoeManchin', '#Filibuster)"
2547583483255205888,"The #filibuster is undemocratic and has in recent years been used as a weapon by senators to block landmark pieces of legislation.

Congress MUST end the filibuster and fight for We the People.

Link in bio to add your name today!",negative,230,['#filibuster'],1,0,49,0,2021,April,9,c(#filibuster)
2547561429421381632,"Where’s your paradise? How about adding some coffee to the equation and making it even better. Whether you’re working in the shop, or camping on the top of a mountain, you don’t need to leave coffee behind.
.
.
.
#sai #pourover #coffee #adventure #paradise #brew #phoenix70 #filibuster #grinder",positive,294,"['#sai', '#pourover', '#coffee', '#adventure', '#paradise', '#brew', '#phoenix70', '#filibuster', '#grinder']",9,1,252,0,2021,April,9,"c(#sai', '#pourover', '#coffee', '#adventure', '#paradise', '#brew', '#phoenix70', '#filibuster', '#grinder)"
2547554543766105600,"Joe Manchin, pretend democrat, says he will “never vote to change the filibuster.” #CALLTHISPIECEOFSHIT (202) 224-3954 This basically means he doesn’t give a shit if voting rights bills pass or not. Or climate change. Or gun control. Or health care. Hey, for news views, check out @breakmedia.politics! #sharethis #ManchinGivesZeroFucks #KingOfTheHurl #MoochinManchin 
<U+0001F92C><U+0001F92C><U+0001F92C>
#joemanchinsucks #foldinghamster #titanic #kingoftheworld #joemanchin #fuckjoemanchin #bullshit #politicalcartoon #editorialcartoon #webcomic #dc #senate #leodecaprio #filibuster #fuckmitchmcconnell",negative,571,"['#CALLTHISPIECEOFSHIT', '#sharethis', '#ManchinGivesZeroFucks', '#KingOfTheHurl', '#MoochinManchin', '#joemanchinsucks', '#foldinghamster', '#titanic', '#kingoftheworld', '#joemanchin', '#fuckjoemanchin', '#bullshit', '#politicalcartoon', '#editorialcartoon', '#webcomic', '#dc', '#senate', '#leodecaprio', '#filibuster', '#fuckmitchmcconnell']",20,13,73,1,2021,April,9,"c(#CALLTHISPIECEOFSHIT', '#sharethis', '#ManchinGivesZeroFucks', '#KingOfTheHurl', '#MoochinManchin', '#joemanchinsucks', '#foldinghamster', '#titanic', '#kingoftheworld', '#joemanchin', '#fuckjoemanchin', '#bullshit', '#politicalcartoon', '#editorialcartoon', '#webcomic', '#dc', '#senate', '#leodecaprio', '#filibuster', '#fuckmitchmcconnell)"
2547492999040708608,"""This country belongs to all of us, not just a handful of billionaires.""-@berniesanders

#BernieSanders #MedicareForAll #FightFor15 #RaiseTheWage #OrganizeToWin #NotMeUs #OurRevolution #GoodJobsForAll #Justice #Healthcare #GunControl #GunReformNow #GunControlNow #GunReform #BackgroundChecks #BackgroundChecksNow #HR8 #Politics #uspolitics #Progressive #Filibuster #AbolishFilibusterNow #AbolishFilibuster #EndFilibuster #EnoughIsEnough #Senate #10votes",positive,453,"['#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes']",27,2,22,1,2021,April,9,"c(#BernieSanders', '#MedicareForAll', '#FightFor15', '#RaiseTheWage', '#OrganizeToWin', '#NotMeUs', '#OurRevolution', '#GoodJobsForAll', '#Justice', '#Healthcare', '#GunControl', '#GunReformNow', '#GunControlNow', '#GunReform', '#BackgroundChecks', '#BackgroundChecksNow', '#HR8', '#Politics', '#uspolitics', '#Progressive', '#Filibuster', '#AbolishFilibusterNow', '#AbolishFilibuster', '#EndFilibuster', '#EnoughIsEnough', '#Senate', '#10votes)"
2547445142543678464,"Centrism and moderate politics is a cancer.

Change my mind.

Article link in bio

Sources:

NY Times - https://www.nytimes.com/2021/04/07/us/politics/joe-manchin-filibuster-reconciliation.amp.html

#political #americanpolitics #filibuster #politics #american #blogger #leaders #berniesanders #trump #history #ourrevolution #americanintervention #government #followme #newyorkstateofmind #newyork #news #2021 #support #today #abolishthefilibuster #views #usa #system #democrat #people #republican #joemanchin",negative,508,"['#political', '#americanpolitics', '#filibuster', '#politics', '#american', '#blogger', '#leaders', '#berniesanders', '#trump', '#history', '#ourrevolution', '#americanintervention', '#government', '#followme', '#newyorkstateofmind', '#newyork', '#news', '#2021', '#support', '#today', '#abolishthefilibuster', '#views', '#usa', '#system', '#democrat', '#people', '#republican', '#joemanchin']",28,15,197,0,2021,April,9,"c(#political', '#americanpolitics', '#filibuster', '#politics', '#american', '#blogger', '#leaders', '#berniesanders', '#trump', '#history', '#ourrevolution', '#americanintervention', '#government', '#followme', '#newyorkstateofmind', '#newyork', '#news', '#2021', '#support', '#today', '#abolishthefilibuster', '#views', '#usa', '#system', '#democrat', '#people', '#republican', '#joemanchin)"
2547439097241974272,#ditchmitch #filibuster #voicesofmichigan @standup_america,negative,58,"['#ditchmitch', '#filibuster', '#voicesofmichigan']",3,1,19,1,2021,April,9,"c(#ditchmitch', '#filibuster', '#voicesofmichigan)"
2547428736272118272,"As @hillaryclinton said on Twitter: We can preserve the filibuster, or we can preserve the voting rights of people of color. But we can't do both.
•
#votingrights #filibuster #protectthevote #endthefilibuster #democraticreform #votingrightsact #forthepeopleact",positive,260,"['#votingrights', '#filibuster', '#protectthevote', '#endthefilibuster', '#democraticreform', '#votingrightsact', '#forthepeopleact']",7,0,1,1,2021,April,9,"c(#votingrights', '#filibuster', '#protectthevote', '#endthefilibuster', '#democraticreform', '#votingrightsact', '#forthepeopleact)"
2547426743608541184,"Join us tomorrow for #FridaysforFlorida as I discuss the filibuster in the U.S. Senate and more on tactics used to suppress voters. Also, please visit the link in my bio to learn more about my campaign to be the next United States Senator for the state of Florida and how you can join this movement. 
.
#filibuster #UnitedforFlorida #HB1 #HR1 #AllenEllisonforSenate #florida #FloridaDeservesBetter #politics #instagramlive #igers",negative,429,"['#FridaysforFlorida', '#filibuster', '#UnitedforFlorida', '#HB1', '#HR1', '#AllenEllisonforSenate', '#florida', '#FloridaDeservesBetter', '#politics', '#instagramlive', '#igers']",11,2,42,0,2021,April,9,"c(#FridaysforFlorida', '#filibuster', '#UnitedforFlorida', '#HB1', '#HR1', '#AllenEllisonforSenate', '#florida', '#FloridaDeservesBetter', '#politics', '#instagramlive', '#igers)"
2547418179872610304,"Not racist, neither are stricter voting laws <U+0001F1FA><U+0001F1F8> #filibuster #congress #educatingliberals #democrats",negative,99,"['#filibuster', '#congress', '#educatingliberals', '#democrats']",4,0,4,0,2021,April,9,"c(#filibuster', '#congress', '#educatingliberals', '#democrats)"
